StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_12_TEXT,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_6_TEXT,Q10,Q11,Q12,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q16,Q17,Q18,Q19,Q20
4/20/2020 12:01,4/20/2020 12:06,100,337,TRUE,4/20/2020 12:06,R_2arufDdxljOQnZZ,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Neutral,Neutral,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Neutral,No preference,Weekly,Agree,Disagree,Disagree,Neutral,Strongly Disagree,,,Neutral,,,Stayed at UCSD graduate student housing,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,,,,,"I don't have particular notable gaps in the curriculum, I think it is all being taught well in spite of the circumstances. However, I have personally noticed that any information is much harder to retain than it was prior to remote learning despite using the same amount and methods to study as before. This is not something I think has to be addressed by the school, but I think it is good for the directors to be aware of the effects."
4/20/2020 12:03,4/20/2020 12:07,100,214,TRUE,4/20/2020 12:07,R_3IVLpyQVzmXQmqR,anonymous,EN,MS2,N/A: I did not take this course via remote learning,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,,,$101-$500,Strongly Agree,I prefer the flexibility of learning material at my own time and pace,Biweekly,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,,,Agree,Somewhat positively affected,Neutral,Stayed at UCSD graduate student housing,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,,,,,
4/20/2020 12:04,4/20/2020 12:07,100,200,TRUE,4/20/2020 12:07,R_3CJeipl8zlIfPAh,anonymous,EN,MS1,Somewhat positively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat positively affected,Neutral,Neutral,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,N/A: I have not used this resource,Neutral,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,Neutral,Strongly Agree,Strongly Agree,,,$0-100,Agree,I prefer having required modules and due dates,Weekly,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,,Agree,,,Stayed at UCSD graduate student housing,Agree,Agree,Neutral,Agree,Disagree,Disagree,,,,,
4/20/2020 12:03,4/20/2020 12:15,100,711,TRUE,4/20/2020 12:15,R_3ExSYTVQ6sFTS1n,anonymous,EN,MS1,Very positively affected,Somewhat positively affected,Somewhat negatively affected,Very negatively affected,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,Neutral,Neutral,Neutral,Somewhat negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Agree,I prefer the flexibility of learning material at my own time and pace,Biweekly,Strongly Agree,Neutral,Strongly Agree,Disagree,N/A: I have not received communication via this method,,,Agree,,,Moved outside San Diego area,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,,The flexibility and lack of time wasted commuting,,Online lecture and PBL to eliminate the need to come to campus daily.,I did better on this block than past blocks because I had more time to study and was able to learn the material at my own pace and in the order that worked best for me
4/20/2020 12:09,4/20/2020 12:18,100,515,TRUE,4/20/2020 12:18,R_2CkMZJKGgFYAVDv,anonymous,EN,MS1,Somewhat negatively affected,Neutral,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,Very negatively affected,Somewhat negatively affected,Neutral,Neutral,Neutral,Somewhat negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,Very negatively affected,Very negatively affected,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$101-$500,Disagree,I prefer having required modules and due dates,Weekly,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,Neutral,,,Stayed at UCSD graduate student housing,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,,More free time,"Most everything. Remote learning will never replace in-person learning. In my eyes, the biggest thing that can help with this gap is by making more self-learning assignments (problem sets mostly). Education can be broken down into classwork and homework. Remote learning has significantly harmed ""classwork"" and attempting to reinforce it is, in my eyes, more difficult than simply buffing up homework. UCSD already had problems in my eyes with insufficient problem sets and practice for exams. So, maybe now is the chance to improve. If I were modifying the curriculum, I would make a ""weekly-quiz"" style quiz for each and every lecture (perhaps as open-answer rather than multiple choice format).",None.,"The biggest killer in remote learning is time self management. When you have free reign over your schedule you (or at least I) naturally put things off. I sleep in more than I should and do less work than I should. I would like help keeping myself accountable by having more assignments with more set due dates. If the assignments are there, I will do them."
4/20/2020 12:17,4/20/2020 12:19,100,150,TRUE,4/20/2020 12:19,R_Aai8qUrVtruCiFH,anonymous,EN,MS1,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,Somewhat negatively affected,Neutral,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,N/A: I have not used this resource,Agree,Strongly Agree,Strongly Agree,,,$0-100,Disagree,I prefer the flexibility of learning material at my own time and pace,Weekly,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,,Strongly Agree,,,Moved off-campus in San Diego,Agree,Agree,Agree,Agree,Agree,Agree,,,,,
4/20/2020 12:24,4/20/2020 12:33,100,495,TRUE,4/20/2020 12:33,R_1H5cLrycpZYQqev,anonymous,EN,MS1,Very positively affected,Neutral,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very positively affected,Neutral,Neutral,Neutral,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,Strongly Agree,N/A: I have not used this resource,,$0-100,Strongly Agree,I prefer the flexibility of learning material at my own time and pace,Weekly,Strongly Agree,Neutral,Neutral,Agree,Neutral,N/A: I have not received communication via this method,,Strongly Agree,,,Stayed in existing off-campus housing in San Diego,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,"Having access to material early (lectures) has allowed me to prepare better for the exams. I also commute to school so remote learning is saving me a lot of money and time, which I am very happy about",,"I like being able to binge watch the lectures early in the block but I understand that when we get back to on site learning that the lectures will be recorded the day they are given, so not sure what can be done about that. Perhaps make sure that at least the lecture slides are posted at the beginning of the block so we can get a head start on studying ",I really like it. I like independent learning.
4/20/2020 12:28,4/20/2020 12:38,100,559,TRUE,4/20/2020 12:38,R_3m8Z5J5asWjhJXr,anonymous,EN,MS2,Neutral,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Disagree,Agree,Neutral,Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Neutral,I prefer having required modules and due dates,Weekly,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,,,Agree,Somewhat negatively affected,Somewhat unprepared,Stayed in existing off-campus housing in San Diego,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,,,,,"I find it challenging to set my own schedule without either deadlines or classmates to work with, so that has been difficult during this time. I know this would have been challenging anyway during dedicated, but it's been hard to not be able to study in groups, at least for moral support. I think for the students who were always avid lecture-goers this may be a rougher transition than for the folks who were already podcasting all the time. I also guess something I'd want to say is that even if we do have, on paper, a fine study environment, sometimes it's really challenging to find a study groove in the home or with partners or family around. Also, with such stressful times, many of us (just like all the staff! I don't mean to say it's just us!) are really worried about family members or friends etc and it's simply just harder to concentrate the same as we've been able to before. "
4/20/2020 12:35,4/20/2020 12:38,100,156,TRUE,4/20/2020 12:38,R_1OvE3IQDDUdtp99,anonymous,EN,MS2,N/A: I did not take this course via remote learning,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Agree,Agree,Strongly Agree,,,$101-$500,Agree,I prefer the flexibility of learning material at my own time and pace,Biweekly,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,,,Agree,No change,Somewhat prepared,Stayed at UCSD graduate student housing,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,,,,
4/20/2020 12:14,4/20/2020 12:39,100,1460,TRUE,4/20/2020 12:39,R_3jTdwrwPqU6bVST,anonymous,EN,MS1,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Neutral,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,N/A: I have not used this resource,,$0-100,Strongly Disagree,No preference,Weekly,Disagree,Neutral,Neutral,Agree,Disagree,N/A: I have not received communication via this method,,Disagree,,,Moved outside San Diego area,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,N/a,"Oess being available to us. I appreciate all that the school and faculty is doing in these times, and understand it's a rough transition for everyone. ",Participation via zoom classes and small groups is down significantly. Podcasted lectures are sometimes frustrating because we can't see what the lecturer is pointing at on the slides if they used a laser pointer. We only see what the comouter mouse does.,?,"I feel like students are missing out on a lot. For example, physical exam skills. Learning anatomy and histology in the lab and seeing real structures. The lack of accountability for classes makes it easy to fall behind when struggling to understand the material."
4/20/2020 12:57,4/20/2020 13:02,100,276,TRUE,4/20/2020 13:02,R_xAbqV7QJfoSs5LX,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Neutral,Neutral,Neutral,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,N/A: I have not used this resource,Strongly Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Agree,I prefer the flexibility of learning material at my own time and pace,Weekly,Strongly Agree,Agree,Disagree,Agree,Disagree,,,Disagree,,,Stayed at UCSD graduate student housing,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,,,,,
4/20/2020 13:59,4/20/2020 14:06,100,404,TRUE,4/20/2020 14:06,R_1QMiWxNG2ov4FWu,anonymous,EN,MS1,Neutral,Neutral,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,Somewhat negatively affected,Neutral,Neutral,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,Agree,Disagree,Agree,Agree,Agree,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$101-$500,Agree,I prefer the flexibility of learning material at my own time and pace,Weekly,Agree,Agree,Neutral,Agree,Disagree,,,Agree,,,Stayed in existing off-campus housing in San Diego,Agree,Agree,Agree,Agree,Agree,Agree,"tele-health visit via free clinic. Was a great learning experience, practiced taking a hx, presenting to attending, writing a note.",No commute time.,Sad to have missed anatomy during ERM block. I paid $50 for complete anatomy and did not find it very useful which was a disappointment.,ability to join pbl remotely :) ,"Even though some things are cancelled and we are staying home, we are still spending ~10 hrs/day studying/working to stay on top of course materials and electives so efficiency is appreciated."
4/20/2020 14:01,4/20/2020 14:11,100,611,TRUE,4/20/2020 14:11,R_6rE4IsBVGnpVJsd,anonymous,EN,MS1,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Neutral,Somewhat negatively affected,Somewhat negatively affected,Neutral,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Agree,Strongly Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$101-$500,Disagree,I prefer the flexibility of learning material at my own time and pace,Weekly,Agree,Agree,Agree,Strongly Agree,Disagree,,,Agree,,,Stayed at UCSD graduate student housing,Disagree,Disagree,Disagree,Disagree,Agree,Agree,,Being able to watch lectures at my own pace. Medical spanish has also changed their curriculum in a very positive way in response to being online.,"I spend so much more time on my computer and Ipad a day that I have developed symptoms of carpal tunnel. Clinical experience is clearly lacking. Anatomy is extremely difficult to learn remotely - and I know a lot of students who have just resigned to not learning pelvic anatomy given the circumstances. Similarly, how histology will look moving forward is very unclear to most MS1.",POM being once a week for 2 hours is much more pleasant. Though I guess this is possible because we don't have ACA or free clinic.,I don't think that any more required due dates should be implemented. This assumes that the gaps in learning from online learning are due to student's poor ability to time manage and that is just not true. Additional stress due to more deadlines will only hinder our learning.
4/20/2020 14:13,4/20/2020 14:27,100,874,TRUE,4/20/2020 14:27,R_3G6NcrkyR3dbrE5,anonymous,EN,MS1,Very negatively affected,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Very negatively affected,Somewhat positively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,Neutral,Strongly Agree,Strongly Agree,,TOLOs with completed answers for what information we should have acquired ,$101-$500,Strongly Disagree,I prefer the flexibility of learning material at my own time and pace,Daily,Neutral,Disagree,N/A: I have not received communication via this method,Agree,N/A: I have not received communication via this method,N/A: I have not received communication via this method,,Strongly Disagree,,,Stayed in existing off-campus housing in San Diego,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,N/A,Autonomous control of my own study regime,Support from OESS regarding exams. Lack of a means to give feedback about how practice quizzes/questions do not adequately prepare us for the exams questions  ,No comment.,"Structure blocks to be more clinically based rather than memorization of trivial facts and figures. More transparency about how the exam questions will be created (ie. more similar to TBL and quiz questions). As of now I do not feel prepared for step style questions, or comfortable trying to apply my knowledge in relevant clinical settings. "
4/20/2020 15:15,4/20/2020 17:47,100,9139,TRUE,4/20/2020 17:47,R_2Vm9BFuVEJTQMD2,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,Somewhat negatively affected,Neutral,Neutral,Somewhat negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,Agree,Agree,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Agree,I prefer having required modules and due dates,Weekly,Agree,Agree,Agree,Agree,Neutral,,,Agree,,,Stayed at UCSD graduate student housing,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,,,,,
4/20/2020 18:48,4/20/2020 18:59,100,644,TRUE,4/20/2020 18:59,R_DPiUSYK4hXj6VDX,anonymous,EN,MS2,N/A: I did not take this course via remote learning,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Strongly Agree,Strongly Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,,,$0-100,Neutral,I prefer the flexibility of learning material at my own time and pace,Weekly,Strongly Agree,N/A: I have not received communication via this method,Strongly Agree,Strongly Agree,Agree,,,Agree,Somewhat positively affected,Neutral,Stayed at UCSD graduate student housing,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,,"The flexibility of work has been helpful, and the understanding of faculty towards students as they navigate online learning.",There may not be opportunity to easily practice clinical skills as effectively as it would have been done in class. I'm also yet to learn more about how our transition to 3rd year will go.,"More communication via Canvas is helpful, and I appreciate this.","So far I have not really interfaced with much of the remote learning platforms because I have been studying for my STEP 1 exam, and been getting much of my communications done via emails. However, I will say the Zoom Town Halls have been helpful. I think they help keep me in the loop of what is going on in the school, along with what my classmates think, which is help. I appreciate the Deans for their commitment to those Zoom sessions."
4/20/2020 19:02,4/20/2020 19:11,100,506,TRUE,4/20/2020 19:11,R_2Rb7b4RgOd9daAd,anonymous,EN,MS1,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,Neutral,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,N/A: I have not used this resource,N/A: I have not used this resource,Agree,N/A: I have not used this resource,Agree,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Disagree,No preference,Weekly,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,,,Neutral,,,Stayed at UCSD graduate student housing,Agree,Agree,Agree,Agree,Disagree,Disagree,,"As someone who regularly attended lecture, having podcasted lecture does make my schedule more flexible for other extracurricular commitments","Interaction with faculty and students is simply not the same. It's a bit hard to describe, but as someone who is very much an ""in person"" and ""tangible"" learner, going to lecture and seeing the faculty, speaking with peers, and interacting with everyone in person is more conducive to my learning style. ",No more paper for PBL! Hopefully this is a demonstration of how paper is not needed for PBL,"It's an incredibly isolating experience. Despite all efforts, that are greatly appreciated, to make faculty available, having it be virtual is a barrier enough for people to not use these resources. For example, before all this, seeing my AC director's office while walking around MET would be a helpful  reminder to go speak with him. I think I can speak on behalf of my peers that mental health is more so a challenge than ever with all of this, and it is impacting all facets of our student life: academic performance, extracurricular commitments, socializing, etc. I'm not sure what the solution is, and I'm sure faculty is aware of this, but I do think faculty need to express their willingness to accomodate these new challenges.  "
4/20/2020 23:58,4/21/2020 0:05,100,417,TRUE,4/21/2020 0:05,R_2V4MdUtDYMqycVN,anonymous,EN,MS1,Somewhat positively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Somewhat positively affected,Very negatively affected,Very negatively affected,Neutral,Neutral,Neutral,Somewhat negatively affected,Very negatively affected,Neutral,Very negatively affected,Very negatively affected,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,N/A: I have not used this resource,Neutral,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Agree,Agree,,,$0-100,Neutral,I prefer the flexibility of learning material at my own time and pace,Monthly,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,,,Strongly Agree,,,Stayed at UCSD graduate student housing,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,,Mandatory class time possible from home,"Clinical skills (e.g. physical exam, GOSCE), anatomy, clinical experience (ACA, electives)",Recorded lecture posted ahead of time,
4/21/2020 19:09,4/22/2020 0:05,100,17792,TRUE,4/22/2020 0:05,R_3jeas8EdTjLmfH6,anonymous,EN,MS1,Neutral,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,Neutral,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Agree,N/A: I have not used this resource,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$101-$500,Agree,I prefer the flexibility of learning material at my own time and pace,Monthly,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Class messaging ,Disagree,,,Stayed in existing off-campus housing in San Diego,Agree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Free clinic: free clinic staff and fellow managers are amazing and doing a great job,Flexibility,"Clinical skills, anatomy, histology...I really benefited from going to histo lab...PBL is not ideal remotely -> not very good discussions ",release of lectures in advance or maybe do live streaming of lectures rather than having to wait for the podcast to come out. ,I definitely preferred PBL to be in person as well as pom
4/15/2020 10:13,4/15/2020 10:14,50,94,FALSE,4/22/2020 10:15,R_1jkpF5hnMSriqBy,anonymous,EN,MS2,Neutral,Neutral,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Neutral,Agree,N/A: I have not used this resource,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$101-$500,Neutral,I prefer the flexibility of learning material at my own time and pace,Monthly,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,,,Agree,,,,,,,,,,,,,,
4/15/2020 10:15,4/15/2020 10:19,50,224,FALSE,4/22/2020 10:19,R_UWq2zPdYLpf7ED7,anonymous,EN,MS1,Somewhat positively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Somewhat positively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,Somewhat positively affected,Somewhat negatively affected,Neutral,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Somewhat negatively affected,N/A: I have not used this resource,N/A: I have not used this resource,Neutral,Agree,Strongly Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$101-$500,Neutral,I prefer the flexibility of learning material at my own time and pace,Biweekly,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,,,Neutral,,,,,,,,,,,,,,
4/15/2020 10:35,4/15/2020 10:39,50,234,FALSE,4/22/2020 10:39,R_2fKc2rC010LRaM8,anonymous,EN,MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2020 16:23,4/15/2020 16:28,50,287,FALSE,4/22/2020 16:28,R_3rGKeO8hLtqyWCJ,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,Very negatively affected,Neutral,Neutral,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,Very negatively affected,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Agree,Strongly Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Agree,I prefer the flexibility of learning material at my own time and pace,Weekly,Agree,Strongly Agree,Neutral,Strongly Agree,N/A: I have not received communication via this method,,,Strongly Agree,,,,,,,,,,,,,,
4/27/2020 11:02,4/27/2020 11:04,100,142,TRUE,4/27/2020 11:04,R_3JnihkESekvFOBb,anonymous,EN,MS1,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,Very negatively affected,Very negatively affected,N/A: I have not used this resource,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Agree,I prefer having required modules and due dates,Biweekly,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,,,Neutral,,,Stayed in existing off-campus housing in San Diego,Agree,Agree,Agree,Agree,Neutral,Agree,,,,,
